Rec_Id,speaker,timestamp,utterance,annotation,source,utterance_length,Game_ID,voted_for,end_role,votes_target,winner
2,ashley,00:25,Yep.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
23,ashley,03:03,"Sukeshi, again?",Interrogation,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
31,ashley,03:16,"Wait, what?",No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
43,ashley,03:45,"You try to kill me, a lot.",Accusation,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
48,ashley,03:57,Can I hear it?,No Strategy,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
50,ashley,04:03,"I don't, though.",Defense,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
52,ashley,04:04,"Because I'm the seer, and I saw what you are.",Identity Declaration,Ego4D,10,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
52,ashley,04:04,"Because I'm the seer, and I saw what you are.",Evidence,Ego4D,10,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
63,ashley,04:47,"He said he was the hunter, I said she's the tanner.",Accusation,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
63,ashley,04:47,"He said he was the hunter, I said she's the tanner.",Defense,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
69,ashley,04:58,No I didn't.,Defense,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
71,ashley,05:02,Yeah. I think you're the werewolf.,Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
80,ashley,05:30,paying attention to the rules.,No Strategy,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
91,ashley,05:56,"I'm just saying, prior to being robbed...",No Strategy,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
93,ashley,06:02,That would've been nice.,No Strategy,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
96,ashley,06:09,I told you she's the tanner.,Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
114,ashley,00:07,Yup.,Accusation,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
116,ashley,00:14,He's thinking too long.,No Strategy,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
119,ashley,00:18,You're not.,Accusation,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
127,ashley,00:39,"So, yup.",No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
130,ashley,00:50,"It's fine. Yeah, but we're sure ",No Strategy,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
134,ashley,00:59,I swore it's because your Werewolf self doesn't want to die. You want him to die,Accusation,Ego4D,16,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
139,ashley,01:13,"Yup, as the Tanner.",Accusation,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
143,ashley,01:19,Let's just kill Elliot and be done.,Call for Action,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
145,ashley,01:29,Yes. Pretty quick.,No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
169,ashley,02:26,But she the Seer and I know for a fact that you are the Tanner.,Accusation,Ego4D,15,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
169,ashley,02:26,But she the Seer and I know for a fact that you are the Tanner.,Evidence,Ego4D,15,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
174,ashley,02:38,Don't... Yeah.,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Robber,sukeshi,Werewolves
3,sian,00:28,Everyone just dance.,No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
6,sian,00:34,We're all dancing.,No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
13,sian,01:18,"The dogs are helping with that deception, though.",No Strategy,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
15,sian,01:28,Yes.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
30,sian,03:15,"So, who's the insomniac?",Interrogation,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
37,sian,03:29,"But you didn't, then he claimed to be the doppelganger.",Accusation,Ego4D,10,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
41,sian,03:40,How dare you.,Defense,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
45,sian,03:49,I'm the hunter.,Identity Declaration,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
47,sian,03:56,Nope.,Defense,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
49,sian,03:59,"No, don't trust him. Trust me.",Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
49,sian,03:59,"No, don't trust him. Trust me.",Call for Action,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
51,sian,04:04,Why?,Interrogation,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
51,sian,04:04,Why?,Defense,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
53,sian,04:07,No. ,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
65,sian,04:52,He said he's the hunter.,Accusation,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
65,sian,04:52,He said he's the hunter.,Defense,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
67,sian,04:55,She claimed it.,Accusation,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
84,sian,05:41,No.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
86,sian,05:41,I am.,Identity Declaration,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
92,sian,06:00,I think these two are werewolves.,Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
94,sian,06:03,And they've just...,No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
98,sian,06:23,Nope. ,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
104,sian,06:30,He's the doppelganger.,Accusation,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
106,sian,06:34,"Oh, well...",No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
138,sian,01:10,I'm not... That's my strategy.,Defense,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
146,sian,01:32,Yeah. What is it?,No Strategy,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
149,sian,01:41,I think James might be the Werewolf.,Accusation,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
161,sian,02:10,Yeah.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Tanner,sukeshi,Werewolves
5,chris,00:33,"It's like, ""Oh, you're dancing?"".",No Strategy,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
7,chris,00:35,I'll dance.,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
10,chris,01:08,Is that my elbow?,No Strategy,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
16,chris,02:08,Okay.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
27,chris,03:11,And what were you at the end?,Interrogation,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
29,chris,03:15,"Doppelganger, you mean?",Interrogation,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
32,chris,03:16,You mean you are still a Doppelganger?,Interrogation,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
34,chris,03:25,Do you mean you were still a Doppelganger,Interrogation,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
40,chris,03:39,Sian is being quiet.,Accusation,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
42,chris,03:41,"Well, what say you? What say you?",Interrogation,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
44,chris,03:47,"What say you? What are you, then?",Interrogation,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
46,chris,03:54,"She lying, because I'm the hunter.",Identity Declaration,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
46,chris,03:54,"She lying, because I'm the hunter.",Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
56,chris,04:17,"Someone must have started as the insomniac, because doppelganger has to ",No Strategy,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
59,chris,04:36,"You know what. Okay, kill me.",Call for Action,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
61,chris,04:40,"I'm the hunter, so I'll kill you back. Wait, no, but if you're the tanner...",Identity Declaration,Ego4D,15,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
61,chris,04:40,"I'm the hunter, so I'll kill you back. Wait, no, but if you're the tanner...",Accusation,Ego4D,15,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
61,chris,04:40,"I'm the hunter, so I'll kill you back. Wait, no, but if you're the tanner...",Call for Action,Ego4D,15,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
66,chris,04:52,"I said I'm the hunter, so she's lying.",Identity Declaration,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
66,chris,04:52,"I said I'm the hunter, so she's lying.",Accusation,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
72,chris,05:04,"Yeah. Before she declared herself as the seer, Sian said she was the hunter.",Accusation,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
77,chris,05:17,"When does that happen, in this sequence?",No Strategy,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
81,chris,05:30,"Okay. Wait, the seer goes pretty early, so I think that would make her a hunter.",Accusation,Ego4D,16,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
85,chris,05:41,You're not the fucking hunter.,Accusation,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
90,chris,05:54,What the fuck?,No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
97,chris,06:20,"The tanner is quiet. Again, which makes it kind of plausible.",Accusation,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
102,chris,06:25,Correct.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
112,chris,00:02,Is everyone done?,No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
118,chris,00:17,All right.,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
128,chris,00:42,"I was the Hunter, but if James is telling the truth, which I'm still not 100 percent...",Identity Declaration,Ego4D,17,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
131,chris,00:53,I think it could be you and James. Yeah.,Accusation,Ego4D,9,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
133,chris,00:57,Should we vote now or do you want to keep guessing?,Interrogation,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
133,chris,00:57,Should we vote now or do you want to keep guessing?,Call for Action,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
135,chris,01:06,Tanner?,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
140,chris,01:14,"Oh, my God. ",No Strategy,Ego4D,3,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
148,chris,01:37,"That's nice. That's really nice, but it's got a bit more smokiness.",No Strategy,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
150,chris,01:41,"I think he might be, too.",Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
152,chris,01:44,I think it's Elliot and James.,Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
158,chris,02:02,No one is claiming to be the Insomniac.,Evidence,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
163,chris,02:13,"Because you oculdn't, you' lie.",Accusation,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
165,chris,02:16,The Doppelganger can only pretend to be another player.,No Strategy,Ego4D,9,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
167,chris,02:24,Either... Well...,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
173,chris,02:38,Or...,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
175,chris,02:40,We can kill Sukeshi and let her do if she's telling the truth.,Call for Action,Ego4D,13,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
177,chris,02:45,I am telling the truth. ,Defense,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
178,chris,02:50,You always look over and be like...,No Strategy,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
182,chris,02:59,I'd be down for killing you both.,Call for Action,Ego4D,7,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Seer,sukeshi,Werewolves
11,sukeshi,01:08,Probably.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
14,sukeshi,01:19,Adding a little bit of chaos.,No Strategy,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
18,sukeshi,02:52,I'm awake.,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
21,sukeshi,02:56,I'm feeling pretty special.,No Strategy,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
54,sukeshi,04:08,"What were you, then?",Interrogation,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
58,sukeshi,04:36,I started as a person.,Defense,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
70,sukeshi,05:00,She just really thinks she's the werewolf. The tanner.,Accusation,Ego4D,9,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
73,sukeshi,05:07,James is a werewolf.,Accusation,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
83,sukeshi,05:41,I was a robber.,Identity Declaration,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
88,sukeshi,05:49,"I robbed the seer. I am now the seer, or I was.",Identity Declaration,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
88,sukeshi,05:49,"I robbed the seer. I am now the seer, or I was.",Evidence,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
101,sukeshi,06:23,"Mm-hmm So you're the seer, and if you're telling the truth I'm the hunter.",Identity Declaration,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
101,sukeshi,06:23,"Mm-hmm So you're the seer, and if you're telling the truth I'm the hunter.",Accusation,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
101,sukeshi,06:23,"Mm-hmm So you're the seer, and if you're telling the truth I'm the hunter.",Evidence,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
108,sukeshi,06:39,And that we trust James.,No Strategy,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
113,sukeshi,00:04,"Yeah. So, Elliot's a damn dirty, rotten liar.",Accusation,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
124,sukeshi,00:27,She's not lying about being the Seer because I saw her card when I switched it as the Robber.,Defense,Ego4D,19,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
124,sukeshi,00:27,She's not lying about being the Seer because I saw her card when I switched it as the Robber.,Evidence,Ego4D,19,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
137,sukeshi,01:09,Sian is claiming the Doppelganger.,Accusation,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
141,sukeshi,01:16,"She's claiming the Doppelganger, you all.",Accusation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
147,sukeshi,01:36,It's a Samoa style porter.,No Strategy,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
151,sukeshi,01:41,It think between these two ,Accusation,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
153,sukeshi,01:46,"Being shady on purpose. I think you're the Tanner, so I think we should not vote for Sian.",Accusation,Ego4D,18,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
153,sukeshi,01:46,"Being shady on purpose. I think you're the Tanner, so I think we should not vote for Sian.",Call for Action,Ego4D,18,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
155,sukeshi,01:51,Stop trying to be confusing to draw attention ,Call for Action,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
164,sukeshi,02:15,Because you came straight out the gate saying I'm the Doppelganger and I pretend to be..,Accusation,Ego4D,16,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
164,sukeshi,02:15,Because you came straight out the gate saying I'm the Doppelganger and I pretend to be..,Defense,Ego4D,16,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
172,sukeshi,02:37,"No, don't vote for Sian.",Call for Action,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
176,sukeshi,02:43,If you're telling the truth.,Defense,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
181,sukeshi,02:57,"Yeah, kill Elliot. All right. I'm ready. Everybody ready to vote?",Call for Action,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
184,sukeshi,03:01,Is everybody ready to vote?,Call for Action,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
186,sukeshi,03:07,"Shut up. Everyone kill James instantly. I'm just kidding, please don't.",Call for Action,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,sukeshi,Hunter,sukeshi,Werewolves
19,elliot,02:52,I'm awake.,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
25,elliot,03:05,"Okay, I was the doppelganger and I took on the insomniac role.",Identity Declaration,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
25,elliot,03:05,"Okay, I was the doppelganger and I took on the insomniac role.",Evidence,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
28,elliot,03:13,I was holding insomniac.,Identity Declaration,Ego4D,4,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
36,elliot,03:29,You did from the first round.,No Strategy,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
39,elliot,03:37,"That's what I meant to say. Doppelganger, is still the doppelganger. ",Defense,Ego4D,11,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
60,elliot,04:38,Did you start as a werewolf?,Interrogation,Ego4D,6,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
78,elliot,05:19,When does it come out?,No Strategy,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
107,elliot,06:34,How do you know you can trust her?,Interrogation,Ego4D,8,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
109,elliot,06:39,And how do we even trust you? You're the one leading the interrogation here.,Accusation,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
109,elliot,06:39,And how do we even trust you? You're the one leading the interrogation here.,Interrogation,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
111,elliot,00:02,Let's start.,No Strategy,Ego4D,2,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
117,elliot,00:15,What if I'm the Tanner?,Defense,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
122,elliot,00:20,What if Ashley's the Tanner and is lying about being the Seer? ,Accusation,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
122,elliot,00:20,What if Ashley's the Tanner and is lying about being the Seer? ,Interrogation,Ego4D,12,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
125,elliot,00:31,Ah.,No Strategy,Ego4D,1,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
126,elliot,00:38,But is anyone the Hunter ,Interrogation,Ego4D,5,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
129,elliot,00:45,Yeah. Like what the hell is this going on here? It's so much chaos.,No Strategy,Ego4D,14,game6 - 0c2659db-7bd4-4b37-9b08-4e247befe382,james,Werewolf,sukeshi,Werewolves
